dataset_name,n_samples,n_features,feature_mean,feature_std,coeff_variation,target_mean,target_std,target_skewness,target_kurtosis,n_target_outliers,avg_skewness,avg_kurtosis,mean_abs_correlation,n_zero_variance_features,mean_variance,median_variance,mean_feature_entropy,pca_explained_variance,avg_feature_target_correlation,avg_mutual_info,model_name,mae_val,mse_val,rmse_val,r2_val,mae_test,mse_test,rmse_test,r2_test
California Housing,11925,8,-0.002633211504962653,0.919677321819128,-349.2607107654923,2.0668992461215936,1.150725057755322,0.9757861283747754,0.33480662251505144,618,13.420686402570185,804.8642460384734,0.13445906660266452,0,0.8457794312288809,0.9865124560223539,1.002565044913806,0.9125521988267686,0.1607257807141383,0.17291272246225342,K-Nearest Neighbors Regressor,0.449774698059734,0.4274593092117776,0.6538037237671391,0.6878315548982376,0.4554095426356589,0.44768390399906005,0.6690918501962642,0.6583632198551986
California Housing,11925,8,-0.002633211504962653,0.919677321819128,-349.2607107654923,2.0668992461215936,1.150725057755322,0.9757861283747754,0.33480662251505144,618,13.420686402570185,804.8642460384734,0.13445906660266452,0,0.8457794312288809,0.9865124560223539,1.002565044913806,0.9125521988267686,0.1607257807141383,0.17291272246225342,XGBoost Regressor,0.3189574898427136,0.22911059276876503,0.47865498301883896,0.8326832614012986,0.31918242431749094,0.22976923625290882,0.479342504116742,0.8246583775995244
Concrete Compressive Strength,595,8,-0.0006353753509543288,0.9976426042631902,-1570.1625862015874,35.84413379832724,16.527055148739386,0.4282704937340745,-0.3243324640585823,4,0.7279881622245515,1.4506648769121795,0.20595806604971215,0,0.99425090179012,1.0089924814265983,1.74269003460089,0.8801835132592264,0.25299743490349097,0.18384006879332127,Linear Regression,8.700945223438923,120.19850342826958,10.96350780673182,0.6153694254801222,7.760472667146691,96.72270694270469,9.834770304521845,0.624641809539807
Concrete Compressive Strength,595,8,-0.0006353753509543288,0.9976426042631902,-1570.1625862015874,35.84413379832724,16.527055148739386,0.4282704937340745,-0.3243324640585823,4,0.7279881622245515,1.4506648769121795,0.20595806604971215,0,0.99425090179012,1.0089924814265983,1.74269003460089,0.8801835132592264,0.25299743490349097,0.18384006879332127,Random Forest Regressor,3.870922402786509,31.693227879044166,5.629673869687672,0.8985828932988267,4.237475966375769,36.28581720544614,6.023771012036077,0.8591832350838388
Concrete Compressive Strength,595,8,-0.0006353753509543288,0.9976426042631902,-1570.1625862015874,35.84413379832724,16.527055148739386,0.4282704937340745,-0.3243324640585823,4,0.7279881622245515,1.4506648769121795,0.20595806604971215,0,0.99425090179012,1.0089924814265983,1.74269003460089,0.8801835132592264,0.25299743490349097,0.18384006879332127,Decision Tree Regressor,4.3320581396808615,37.68330705660934,6.138673069695872,0.8794148709876223,4.779442372603438,51.405062532156585,7.169732389159067,0.8005089821980141
Concrete Compressive Strength,595,8,-0.0006353753509543288,0.9976426042631902,-1570.1625862015874,35.84413379832724,16.527055148739386,0.4282704937340745,-0.3243324640585823,4,0.7279881622245515,1.4506648769121795,0.20595806604971215,0,0.99425090179012,1.0089924814265983,1.74269003460089,0.8801835132592264,0.25299743490349097,0.18384006879332127,Support Vector Regressor,8.655057563482123,123.72107581996016,11.122997609455833,0.6040973297038852,8.163186023150532,104.55705573696154,10.225314456629759,0.5942385352746624
Concrete Compressive Strength,595,8,-0.0006353753509543288,0.9976426042631902,-1570.1625862015874,35.84413379832724,16.527055148739386,0.4282704937340745,-0.3243324640585823,4,0.7279881622245515,1.4506648769121795,0.20595806604971215,0,0.99425090179012,1.0089924814265983,1.74269003460089,0.8801835132592264,0.25299743490349097,0.18384006879332127,K-Nearest Neighbors Regressor,7.3595965469764595,93.48362204326756,9.668692881836074,0.7008560154315162,7.268352618542011,86.81223477941681,9.317308344120464,0.6631020327428387
Concrete Compressive Strength,595,8,-0.0006353753509543288,0.9976426042631902,-1570.1625862015874,35.84413379832724,16.527055148739386,0.4282704937340745,-0.3243324640585823,4,0.7279881622245515,1.4506648769121795,0.20595806604971215,0,0.99425090179012,1.0089924814265983,1.74269003460089,0.8801835132592264,0.25299743490349097,0.18384006879332127,XGBoost Regressor,3.2746097007117507,26.297424897874812,5.128101490598135,0.9158492547047468,3.426163348928056,26.196013253161205,5.118204104289043,0.8983394029924896
Energy Efficiency,443,8,0.0009561551274238947,0.9997253171904666,1045.5681180981169,21.99941309255079,9.937825775559844,0.41163763387333613,-1.194700774527922,0,0.06701800933580172,-1.1445033020071975,0.25227913802136304,0,0.999061419520076,1.0009773429777153,1.5617335529960867,0.9929636261312202,0.4735623673896165,0.7888747872092965,Linear Regression,2.1052447812010606,8.816848972938878,2.9693179305926267,0.9170597153236338,2.226854787292004,9.265557031958146,3.0439377509992127,0.9111067556070309
Energy Efficiency,443,8,0.0009561551274238947,0.9997253171904666,1045.5681180981169,21.99941309255079,9.937825775559844,0.41163763387333613,-1.194700774527922,0,0.06701800933580172,-1.1445033020071975,0.25227913802136304,0,0.999061419520076,1.0009773429777153,1.5617335529960867,0.9929636261312202,0.4735623673896165,0.7888747872092965,Random Forest Regressor,0.34682807017544,0.30294489871345154,0.5504043047737286,0.9971501909335563,0.3795883116883138,0.3014754802597431,0.5490678284690728,0.9971076608289406
Energy Efficiency,443,8,0.0009561551274238947,0.9997253171904666,1045.5681180981169,21.99941309255079,9.937825775559844,0.41163763387333613,-1.194700774527922,0,0.06701800933580172,-1.1445033020071975,0.25227913802136304,0,0.999061419520076,1.0009773429777153,1.5617335529960867,0.9929636261312202,0.4735623673896165,0.7888747872092965,Decision Tree Regressor,0.3750877192982457,0.33237309941520476,0.5765180824702767,0.9968733592274436,0.4406753246753247,0.39340685714285734,0.6272215375310842,0.9962256762569968
Energy Efficiency,443,8,0.0009561551274238947,0.9997253171904666,1045.5681180981169,21.99941309255079,9.937825775559844,0.41163763387333613,-1.194700774527922,0,0.06701800933580172,-1.1445033020071975,0.25227913802136304,0,0.999061419520076,1.0009773429777153,1.5617335529960867,0.9929636261312202,0.4735623673896165,0.7888747872092965,Support Vector Regressor,2.0199414264758473,8.95311591833385,2.992175783327886,0.9157778492876241,2.0552241341287494,9.196670272489998,3.032601238621721,0.9117676513873624
Energy Efficiency,443,8,0.0009561551274238947,0.9997253171904666,1045.5681180981169,21.99941309255079,9.937825775559844,0.41163763387333613,-1.194700774527922,0,0.06701800933580172,-1.1445033020071975,0.25227913802136304,0,0.999061419520076,1.0009773429777153,1.5617335529960867,0.9929636261312202,0.4735623673896165,0.7888747872092965,K-Nearest Neighbors Regressor,1.7003040935672518,6.516902830409358,2.5528225223092496,0.9386953573072034,1.7491038961038958,7.304952649350646,2.7027675907022872,0.9299166861854002
Energy Efficiency,443,8,0.0009561551274238947,0.9997253171904666,1045.5681180981169,21.99941309255079,9.937825775559844,0.41163763387333613,-1.194700774527922,0,0.06701800933580172,-1.1445033020071975,0.25227913802136304,0,0.999061419520076,1.0009773429777153,1.5617335529960867,0.9929636261312202,0.4735623673896165,0.7888747872092965,XGBoost Regressor,0.2304837135404175,0.14874527399142062,0.385675088632155,0.9986007500630919,0.2720420757888198,0.14519996226585502,0.3810511281519253,0.9986069595506207
Auto MPG,229,3,0.051492921978478316,1.011815636413845,19.649606150467392,23.08515283842795,7.641569124756433,0.5275024096440721,-0.5440551226598864,0,0.413979471583752,-0.5940773280555852,0.6185778000670491,0,1.0236875880512444,0.9915029036210554,2.0299318934299904,1.0,0.6785736195467207,0.5424474492065413,Linear Regression,3.5262617097232516,22.60841821391802,4.754831039471121,0.6826984305583452,3.0362450026282124,14.374132152800849,3.7913232719989534,0.7326560741187045
Auto MPG,229,3,0.051492921978478316,1.011815636413845,19.649606150467392,23.08515283842795,7.641569124756433,0.5275024096440721,-0.5440551226598864,0,0.413979471583752,-0.5940773280555852,0.6185778000670491,0,1.0236875880512444,0.9915029036210554,2.0299318934299904,1.0,0.6785736195467207,0.5424474492065413,Random Forest Regressor,3.1824831460674154,19.6516896741573,4.433022634067787,0.7241951242766814,2.8428375000000004,14.413511862500005,3.79651311896851,0.7319236524267982
Auto MPG,229,3,0.051492921978478316,1.011815636413845,19.649606150467392,23.08515283842795,7.641569124756433,0.5275024096440721,-0.5440551226598864,0,0.413979471583752,-0.5940773280555852,0.6185778000670491,0,1.0236875880512444,0.9915029036210554,2.0299318934299904,1.0,0.6785736195467207,0.5424474492065413,Decision Tree Regressor,3.949438202247191,30.744831460674156,5.544802202123549,0.568506598631233,3.3674999999999997,26.252000000000002,5.123670559276817,0.5117400711480011
Auto MPG,229,3,0.051492921978478316,1.011815636413845,19.649606150467392,23.08515283842795,7.641569124756433,0.5275024096440721,-0.5440551226598864,0,0.413979471583752,-0.5940773280555852,0.6185778000670491,0,1.0236875880512444,0.9915029036210554,2.0299318934299904,1.0,0.6785736195467207,0.5424474492065413,Support Vector Regressor,3.5854992848682494,25.989422428132197,5.097982191821799,0.6352471700009579,2.7570995380919996,15.52442642575333,3.940104874968854,0.7112617955924725
Auto MPG,229,3,0.051492921978478316,1.011815636413845,19.649606150467392,23.08515283842795,7.641569124756433,0.5275024096440721,-0.5440551226598864,0,0.413979471583752,-0.5940773280555852,0.6185778000670491,0,1.0236875880512444,0.9915029036210554,2.0299318934299904,1.0,0.6785736195467207,0.5424474492065413,K-Nearest Neighbors Regressor,3.1258426966292134,19.82201348314607,4.452191986330561,0.7218046867239938,3.02775,14.723514999999997,3.8371232714104972,0.7261579161072933
Auto MPG,229,3,0.051492921978478316,1.011815636413845,19.649606150467392,23.08515283842795,7.641569124756433,0.5275024096440721,-0.5440551226598864,0,0.413979471583752,-0.5940773280555852,0.6185778000670491,0,1.0236875880512444,0.9915029036210554,2.0299318934299904,1.0,0.6785736195467207,0.5424474492065413,XGBoost Regressor,3.254689208041415,22.025268479599323,4.693108615789679,0.6908827415600278,2.837899429798126,15.14975809493944,3.892269016260238,0.7182302373320081
